Constituent Number,Relation Type Lookup,Company(Y|N),Constituent Number Relation,Company Relation(Y|N)
3590,Spouse,0,3589,0
10538,Spouse,0,10490,0
280,Spouse,0,5282,0
2756,Spouse,0,2756,0
2756,Spouse,0,2756,0
6469,Spouse,0,3441,0
1632,Spouse,0,1631,0
3593,Spouse,0,3594,0
1631,Spouse,0,1632,0
3441,Spouse,0,6469,0
3594,Spouse,0,3593,0
10490,Spouse,0,10538,0
5282,Spouse,0,280,0
8399,Spouse,0,10260,0
9429,Spouse,0,3723,0
9899,Spouse,0,9900,0
10260,Spouse,0,8399,0
3723,Spouse,0,9429,0
9900,Spouse,0,9899,0
9998,Employee,1,12804,0
5064,Spouse,0,5063,0
5063,Spouse,0,5064,0
14548,Spouse,0,14547,0
14547,Employer,0,1640,1
14547,Spouse,0,14548,0
2451,Spouse,0,1553,0
1553,Spouse,0,2451,0
7299,Spouse,0,7298,0
7298,Spouse,0,7299,0
11554,Spouse,0,11555,0
11555,Spouse,0,11554,0
11555,Employer,0,1304,1
8395,Spouse,0,8240,0
8501,Employer,0,1474,1
8240,Spouse,0,8395,0
9210,Spouse,0,9211,0
9211,Spouse,0,9210,0
3596,Spouse,0,3597,0
3597,Spouse,0,3596,0
6690,Spouse,0,6691,0
6691,Spouse,0,6690,0
2121,Spouse,0,2120,0
2120,Spouse,0,2121,0
2125,Spouse,0,2124,0
2124,Spouse,0,2125,0
287,Spouse,0,6635,0
6635,Spouse,0,287,0
2918,Spouse,0,4906,0
4906,Spouse,0,2918,0
6059,Spouse,0,6060,0
6060,Employer,0,139,1
6060,Spouse,0,6059,0
21768,Wife,0,10587,0
10587,Spouse,0,21768,0
2413,Spouse,0,2414,0
2414,Spouse,0,2413,0
2335,Spouse,0,2336,0
2336,Spouse,0,2335,0
6353,Spouse,0,6202,0
6202,Spouse,0,6353,0
4029,Spouse,0,6793,0
6793,Spouse,0,4029,0
10231,Spouse,0,10232,0
10232,Spouse,0,10231,0
10817,Spouse,0,10818,0
10818,Spouse,0,10817,0
1431,Employee,1,12178,0
1431,Employee,1,9551,0
10254,Spouse,0,10253,0
10253,Spouse,0,10254,0
4432,Employer,0,162,1
6803,Spouse,0,6802,0
6802,Spouse,0,6803,0
6915,Spouse,0,6914,0
6914,Spouse,0,6915,0
3600,Spouse,0,3599,0
3599,Spouse,0,3600,0
7365,Spouse,0,559,0
559,Spouse,0,7365,0
8687,Spouse,0,8688,0
8688,Spouse,0,8687,0
10131,Spouse,0,10132,0
10132,Spouse,0,10131,0
9236,Spouse,0,9237,0
10339,Spouse,0,10340,0
3756,Spouse,0,5277,0
9648,Spouse,0,9649,0
8053,Employer,0,8028,1
5385,Spouse,0,5386,0
11068,Employer,0,11053,1
9237,Spouse,0,9236,0
9649,Spouse,0,9648,0
7054,Spouse,0,7053,0
5386,Spouse,0,5385,0
5700,Spouse,0,5699,0
10340,Spouse,0,10339,0
7053,Spouse,0,7054,0
5277,Spouse,0,3756,0
5699,Spouse,0,5700,0
8761,Spouse,0,8760,0
8760,Spouse,0,8761,0
3602,Spouse,0,3603,0
3602,Employer,0,1476,1
3603,Spouse,0,3602,0
3605,Spouse,0,3604,0
295,Spouse,0,5128,0
294,Spouse,0,5129,0
2171,Spouse,0,87,0
87,Spouse,0,2171,0
87,Employer,0,15404,1
3604,Spouse,0,3605,0
12680,Spouse,0,21311,0
5128,Spouse,0,295,0
5129,Spouse,0,294,0
21311,Wife,0,12680,0
5034,Spouse,0,5035,0
6104,Spouse,0,10458,0
10458,Spouse,0,6104,0
5035,Spouse,0,5034,0
3608,Spouse,0,3607,0
3607,Spouse,0,3608,0
9264,Spouse,0,9261,0
9261,Spouse,0,9264,0
5024,Spouse,0,6406,0
6406,Spouse,0,5024,0
2372,Spouse,0,2371,0
2371,Spouse,0,2372,0
7726,Spouse,0,7725,0
5648,Spouse,0,5649,0
5649,Spouse,0,5648,0
7725,Spouse,0,7726,0
3809,Spouse,0,6942,0
6942,Spouse,0,3809,0
11445,Spouse,0,11446,0
11446,Spouse,0,11445,0
10786,Spouse,0,10787,0
10787,Spouse,0,10786,0
3502,Spouse,0,1670,0
1670,Spouse,0,3502,0
8801,Spouse,0,8802,0
8802,Spouse,0,8801,0
2281,Spouse,0,2280,0
2280,Spouse,0,2281,0
3612,Spouse,0,1697,0
4630,Spouse,0,1698,0
1698,Spouse,0,4630,0
1697,Spouse,0,3612,0
9771,Spouse,0,9772,0
297,Spouse,0,298,0
9772,Spouse,0,9771,0
298,Spouse,0,297,0
5394,Spouse,0,5390,0
5389,Spouse,0,5390,0
5390,Spouse,0,5389,0
5390,Spouse,0,5394,0
10559,Spouse,0,10560,0
10560,Spouse,0,10559,0
3614,Spouse,0,3613,0
3613,Spouse,0,3614,0
301,Spouse,0,302,0
302,Spouse,0,301,0
8095,Spouse,0,14828,0
6582,Employee,1,7487,0
1884,Spouse,0,1883,0
6196,Spouse,0,6552,0
1883,Spouse,0,1884,0
6552,Spouse,0,6196,0
2640,Spouse,0,2639,0
2639,Spouse,0,2640,0
3623,Spouse,0,3622,0
2020,Spouse,0,2021,0
1812,Spouse,0,1813,0
2021,Spouse,0,2020,0
3616,Spouse,0,3617,0
4404,Spouse,0,4405,0
4405,Spouse,0,4404,0
2163,Spouse,0,2164,0
2163,Spouse,0,3628,0
8559,Employer,0,1304,1
2164,Spouse,0,2163,0
3617,Spouse,0,3616,0
3622,Spouse,0,3623,0
1813,Spouse,0,1812,0
3628,Spouse,0,2163,0
5751,Spouse,0,5750,0
5750,Spouse,0,5751,0
4211,Spouse,0,4210,0
307,Employer,0,172,1
4210,Spouse,0,4211,0
6697,Spouse,0,6698,0
8011,Spouse,0,8012,0
8012,Spouse,0,8011,0
6698,Spouse,0,6697,0
5336,Spouse,0,5337,0
7026,Spouse,0,7025,0
5337,Spouse,0,5336,0
7025,Spouse,0,7026,0
4201,Spouse,0,4200,0
4200,Spouse,0,4201,0
4203,Spouse,0,4202,0
6149,Spouse,0,6148,0
4202,Spouse,0,4203,0
6148,Spouse,0,6149,0
3631,Spouse,0,3632,0
3632,Spouse,0,3631,0
2585,Spouse,0,2586,0
2585,Employer,0,28635,1
1810,Spouse,0,1811,0
2586,Spouse,0,2585,0
1811,Spouse,0,1810,0
8141,Spouse,0,8140,0
8140,Spouse,0,8141,0
3636,Spouse,0,3635,0
3635,Spouse,0,3636,0
7330,Spouse,0,7331,0
7331,Spouse,0,7330,0
2476,Spouse,0,2477,0
2476,Owned Organization,0,7495,1
2476,Employer,0,7495,1
312,Spouse,0,313,0
4142,Spouse,0,4141,0
2477,Spouse,0,2476,0
2477,Employer,0,1419,1
1771,Spouse,0,1772,0
313,Spouse,0,312,0
4141,Spouse,0,4142,0
1772,Spouse,0,1771,0
11280,Owner,1,11689,0
11280,Employee,1,11689,0
8274,Spouse,0,8273,0
3939,Spouse,0,3641,0
9281,Spouse,0,9282,0
8273,Spouse,0,8274,0
3643,Spouse,0,3644,0
9282,Spouse,0,9281,0
3642,Spouse,0,3641,0
3644,Spouse,0,3643,0
3641,Spouse,0,3642,0
3641,Spouse,0,3939,0
3646,Spouse,0,3645,0
9325,Spouse,0,7773,0
7351,Spouse,0,7350,0
5347,Spouse,0,5348,0
3645,Spouse,0,3646,0
10870,Spouse,0,10871,0
7773,Spouse,0,9325,0
5348,Spouse,0,5347,0
10871,Spouse,0,10870,0
5450,Employer,0,1487,1
7350,Spouse,0,7351,0
7283,Spouse,0,7282,0
19316,Spouse,0,19315,0
19315,Spouse,0,19316,0
7282,Spouse,0,7283,0
8969,Spouse,0,8970,0
8970,Spouse,0,8969,0
1519,Employee,1,2511,0
1519,Employee,1,13821,0
1519,Employee,1,18315,0
1519,Employee,1,1104,0
1519,Employee,1,13823,0
1519,Employee,1,8512,0
1519,Employee,1,7404,0
1519,Employee,1,7775,0
1519,Employee,1,12058,0
1519,Employee,1,4263,0
1519,Employee,1,8847,0
10013,Employee,1,12360,0
317,Spouse,0,318,0
318,Spouse,0,317,0
2834,Employee,1,11220,0
19903,Daughter,0,19902,0
19903,Child,0,20381,0
19903,Spouse,0,20540,0
19903,Son,0,20381,0
19903,Child,0,19902,0
20540,Son,0,20381,0
20540,Daughter,0,19902,0
20540,Spouse,0,19903,0
19902,Father,0,19903,0
19902,Brother,0,20381,0
19902,Parent,0,20540,0
20381,Parent,0,20540,0
20381,Sibling,0,19902,0
20381,Father,0,19903,0
10951,Spouse,0,10952,0
10952,Spouse,0,10951,0
8148,Spouse,0,8147,0
8147,Spouse,0,8148,0
9867,Spouse,0,11019,0
4907,Spouse,0,320,0
320,Spouse,0,4907,0
11019,Spouse,0,9867,0
6128,Spouse,0,4464,0
4464,Spouse,0,6128,0
321,Spouse,0,322,0
322,Spouse,0,321,0
322,Owned Organization,0,3784,1
8528,Employer,0,143,1
11386,Spouse,0,324,0
324,Spouse,0,11386,0
12152,Employee,1,7660,0
7406,Spouse,0,7407,0
7158,Spouse,0,9880,0
7305,Spouse,0,3649,0
9880,Spouse,0,7158,0
5296,Spouse,0,3195,0
3649,Spouse,0,7305,0
18790,Spouse,0,329,0
329,Spouse,0,18790,0
15547,Spouse,0,15548,0
15548,Spouse,0,15547,0
21746,Spouse,0,21745,0
21745,Spouse,0,21746,0
331,Spouse,0,332,0
332,Spouse,0,331,0
8553,Employer,0,1304,1
5687,Spouse,0,5686,0
5686,Spouse,0,5687,0
3653,Spouse,0,3654,0
3654,Spouse,0,3653,0
3655,Spouse,0,3656,0
9903,Spouse,0,9904,0
9904,Spouse,0,9903,0
3656,Spouse,0,3655,0
8151,Spouse,0,4932,0
4932,Spouse,0,8151,0
12501,Spouse,0,8491,0
8491,Spouse,0,12501,0
8491,Employer,0,1304,1
25495,Employer,0,16960,1
337,Employer,0,164,1
337,Spouse,0,6282,0
338,Spouse,0,339,0
16188,Employer,0,171,1
16188,Owned Organization,0,17741,1
6282,Employer,0,164,1
6282,Spouse,0,337,0
12478,Spouse,0,12479,0
5713,Spouse,0,5712,0
8107,Spouse,0,8106,0
8106,Spouse,0,8107,0
5712,Spouse,0,5713,0
12479,Spouse,0,12478,0
339,Spouse,0,338,0
341,Spouse,0,340,0
340,Spouse,0,341,0
342,Spouse,0,3658,0
3658,Spouse,0,342,0
28635,Employee,1,4894,0
28635,Employee,1,2585,0
28635,Employee,1,23733,0
1729,Employee,1,2510,0
1729,Owner,1,2510,0
1729,Employee,1,6570,0
1729,Owner,1,6570,0
3456,Spouse,0,3659,0
3659,Spouse,0,3456,0
2838,Spouse,0,5771,0
5771,Spouse,0,2838,0
10208,Spouse,0,10209,0
10209,Spouse,0,10208,0
9749,Spouse,0,9748,0
9748,Spouse,0,9749,0
5276,Spouse,0,5275,0
333,Spouse,0,344,0
344,Spouse,0,333,0
5275,Spouse,0,5276,0
7014,Spouse,0,7013,0
7013,Spouse,0,7014,0
12499,Owned Organization,1,28025,1
3662,Spouse,0,3661,0
3661,Spouse,0,3662,0
10247,Spouse,0,10246,0
10246,Spouse,0,10247,0
348,Spouse,0,4058,0
4058,Spouse,0,348,0
25531,Parent,0,19318,0
19319,Spouse,0,19318,0
19318,Spouse,0,19319,0
19318,Acknowledgment Recipient,0,19319,0
19318,Son,0,25531,0
6075,Spouse,0,6074,0
6074,Spouse,0,6075,0
11390,Spouse,0,11389,0
11389,Spouse,0,11390,0
349,Spouse,0,6994,0
6994,Spouse,0,349,0
8526,Employer,0,8527,1
10408,Spouse,0,10409,0
10409,Spouse,0,10408,0
11053,Employee,1,11068,0
1821,Spouse,0,1820,0
1820,Spouse,0,1821,0
11105,Spouse,0,11104,0
11104,Spouse,0,11105,0
12316,Spouse,0,12318,0
12318,Spouse,0,12316,0
8047,Employer,0,8028,1
6683,Spouse,0,6251,0
6251,Spouse,0,6683,0
10437,Spouse,0,10438,0
10438,Spouse,0,10437,0
9191,Spouse,0,9192,0
9192,Spouse,0,9191,0
2063,Spouse,0,2064,0
2064,Spouse,0,2063,0
5702,Spouse,0,5701,0
4814,Spouse,0,6136,0
5701,Spouse,0,5702,0
6136,Spouse,0,4814,0
1554,Spouse,0,6633,0
1555,Spouse,0,6631,0
6631,Spouse,0,1555,0
6633,Spouse,0,1554,0
14772,Spouse,0,3099,0
3099,Spouse,0,14772,0
3099,Employer,0,1304,1
9761,Spouse,0,9760,0
9760,Spouse,0,9761,0
89,Spouse,0,6970,0
358,Spouse,0,8469,0
8469,Husband,0,358,0
6970,Spouse,0,89,0
3996,Spouse,0,3995,0
3995,Spouse,0,3996,0
1905,Spouse,0,1906,0
1906,Spouse,0,1905,0
5355,Spouse,0,5354,0
5354,Spouse,0,5355,0
9162,Spouse,0,362,0
362,Spouse,0,9162,0
6669,Spouse,0,5732,0
5732,Spouse,0,6669,0
7300,Spouse,0,7301,0
7301,Spouse,0,7300,0
10060,Spouse,0,10061,0
10061,Spouse,0,10060,0
6158,Spouse,0,6971,0
6971,Employer,0,1013,1
6971,Spouse,0,6158,0
367,Employer,0,8495,1
6306,Spouse,0,6305,0
6305,Spouse,0,6306,0
368,Spouse,0,1671,0
1671,Spouse,0,368,0
151,Owner,1,397,0
4857,Spouse,0,4858,0
4858,Spouse,0,4857,0
21756,Spouse,0,21755,0
21755,Spouse,0,21756,0
370,Spouse,0,369,0
369,Spouse,0,370,0
3668,Spouse,0,3667,0
3667,Spouse,0,3668,0
13823,Employer,0,1519,1
13823,Acknowledgment Recipient,0,12042,1
3670,Spouse,0,3669,0
8455,Spouse,0,8454,0
3669,Spouse,0,3670,0
371,Spouse,0,372,0
8454,Spouse,0,8455,0
372,Spouse,0,371,0
2427,Spouse,0,373,0
1982,Spouse,0,9164,0
373,Spouse,0,2427,0
9164,Spouse,0,1982,0
2695,Spouse,0,6663,0
6663,Spouse,0,2695,0
3409,Spouse,0,7660,0
2370,Spouse,0,2369,0
7660,Employer,0,12152,1
7660,Spouse,0,3409,0
7660,Sibling,0,10572,0
2369,Spouse,0,2370,0
150,Owner,1,842,0
150,Employee,1,842,0
3862,Spouse,0,5364,0
5364,Spouse,0,3862,0
8081,Spouse,0,8080,0
8080,Spouse,0,8081,0
8725,Spouse,0,9055,0
10964,Spouse,0,9700,0
9700,Spouse,0,10964,0
9055,Spouse,0,8725,0
3672,Spouse,0,3673,0
3673,Spouse,0,3672,0
11513,Spouse,0,11512,0
2011,Spouse,0,6056,0
6056,Spouse,0,2011,0
11512,Spouse,0,11513,0
385,Spouse,0,384,0
384,Spouse,0,385,0
386,Spouse,0,387,0
387,Spouse,0,386,0
10533,Spouse,0,10298,0
10298,Spouse,0,10533,0
12147,Spouse,0,12307,0
12307,Employer,0,1384,1
12307,Spouse,0,12147,0
12416,Spouse,0,12142,0
12416,Employer,0,134,1
12142,Spouse,0,12416,0
3678,Spouse,0,3677,0
3677,Spouse,0,3678,0
10053,Spouse,0,3742,0
3742,Spouse,0,10053,0
2269,Spouse,0,2270,0
1463,Employee,1,5447,0
14222,Owner,1,5446,0
5431,Employee,1,6917,0
11535,Spouse,0,11534,0
11534,Spouse,0,11535,0
2134,Spouse,0,2133,0
2133,Spouse,0,2134,0
8543,Employee,1,8545,0
8543,Employee,1,8575,0
8373,Employee,1,8570,0
11598,Employer,0,134,1
3292,Spouse,0,3114,0
8085,Spouse,0,8084,0
3114,Spouse,0,3292,0
8084,Spouse,0,8085,0
7689,Employee,1,7292,0
7689,Employee,1,7292,0
8510,Employee,1,8505,0
2008,Spouse,0,2009,0
3752,Spouse,0,9077,0
4908,Spouse,0,3209,0
2292,Spouse,0,2293,0
392,Spouse,0,393,0
2660,Spouse,0,4213,0
9077,Spouse,0,3752,0
8678,Spouse,0,8677,0
3876,Spouse,0,6986,0
394,Spouse,0,395,0
3209,Spouse,0,4908,0
6986,Spouse,0,3876,0
10593,Spouse,0,10592,0
6061,Spouse,0,6062,0
8703,Spouse,0,8704,0
8704,Spouse,0,8703,0
10594,Spouse,0,10592,0
2293,Spouse,0,2292,0
393,Spouse,0,392,0
6062,Spouse,0,6061,0
2009,Spouse,0,2008,0
4213,Spouse,0,2660,0
396,Employer,0,134,1
12386,Employer,0,1304,1
10592,Spouse,0,10594,0
10592,Spouse,0,10593,0
8677,Spouse,0,8678,0
395,Spouse,0,394,0
399,Spouse,0,400,0
397,Owned Organization,0,151,1
397,Employer,0,8312,1
400,Spouse,0,399,0
9040,Spouse,0,9041,0
7931,Spouse,0,10212,0
10212,Spouse,0,7931,0
7487,Employer,0,6582,1
9041,Spouse,0,9040,0
1965,Spouse,0,1966,0
1966,Spouse,0,1965,0
4925,Spouse,0,4924,0
4924,Spouse,0,4925,0
2257,Spouse,0,131,0
11212,Spouse,0,11261,0
11212,Employer,0,9573,1
131,Spouse,0,2257,0
11261,Spouse,0,11212,0
21472,Spouse,0,15679,0
15679,Spouse,0,21472,0
6076,Spouse,0,6077,0
6077,Spouse,0,6076,0
11193,Employer,0,8028,1
4139,Spouse,0,4140,0
4140,Spouse,0,4139,0
2433,Spouse,0,6165,0
2433,Employer,0,5644,1
7402,Spouse,0,4696,0
11504,Spouse,0,9400,0
9400,Spouse,0,11504,0
2541,Spouse,0,2542,0
19896,Spouse,0,19895,0
4696,Spouse,0,7402,0
2542,Spouse,0,2541,0
19895,Spouse,0,19896,0
5071,Spouse,0,5070,0
5070,Spouse,0,5071,0
8127,Spouse,0,8126,0
8126,Spouse,0,8127,0
4084,Spouse,0,4085,0
6161,Spouse,0,6162,0
404,Spouse,0,403,0
403,Spouse,0,404,0
4085,Spouse,0,4084,0
3195,Spouse,0,5296,0
3217,Spouse,0,9165,0
5572,Spouse,0,7722,0
7722,Spouse,0,5572,0
9165,Spouse,0,3217,0
6614,Employee,1,893,0
6614,Owner,1,893,0
2512,Spouse,0,9166,0
7484,Employer,0,5236,1
9166,Spouse,0,2512,0
7094,Spouse,0,5555,0
5555,Spouse,0,7094,0
1579,Owner,1,5446,0
1579,Owner,1,1718,1
3063,Spouse,0,6825,0
6825,Spouse,0,3063,0
10018,Employer,0,8028,1
10018,Spouse,0,8049,0
2045,Spouse,0,10377,0
2045,Spouse,0,2044,0
7456,Spouse,0,5798,0
6605,Spouse,0,6606,0
1935,Spouse,0,1936,0
4897,Spouse,0,407,0
407,Spouse,0,4897,0
5028,Spouse,0,5027,0
4215,Spouse,0,4216,0
1960,Spouse,0,1961,0
8785,Spouse,0,8784,0
6522,Spouse,0,6523,0
6606,Spouse,0,6605,0
2044,Spouse,0,2045,0
2044,Employer,0,154,1
4216,Spouse,0,4215,0
18390,Employer,0,10139,1
18390,Acknowledgment Recipient,0,12042,1
6523,Spouse,0,6779,0
6523,Spouse,0,6522,0
8784,Spouse,0,8785,0
6779,Spouse,0,6523,0
8049,Employer,0,8028,1
8049,Spouse,0,10018,0
5027,Spouse,0,5028,0
10377,Spouse,0,2045,0
1961,Spouse,0,1960,0
408,Employer,0,165,1
1672,Spouse,0,10188,0
1672,Owned Organization,0,5595,1
3908,Employer,0,4423,1
1936,Spouse,0,1935,0
5798,Spouse,0,7456,0
409,Spouse,0,8425,0
8425,Spouse,0,409,0
5357,Spouse,0,5356,0
6961,Spouse,0,6960,0
3997,Spouse,0,3998,0
412,Spouse,0,411,0
10058,Spouse,0,9188,0
8512,Employer,0,1519,1
8512,Spouse,0,8512,0
8512,Spouse,0,8512,0
8512,Acknowledgment Recipient,0,12042,1
418,Spouse,0,417,0
8829,Spouse,0,7994,0
411,Spouse,0,412,0
4367,Spouse,0,10607,0
10607,Spouse,0,4367,0
8974,Spouse,0,8973,0
7994,Spouse,0,8829,0
1622,Spouse,0,1621,0
8489,Employer,0,1474,1
415,Spouse,0,414,0
8560,Employer,0,1304,1
8973,Spouse,0,8974,0
414,Spouse,0,415,0
5742,Spouse,0,9317,0
2055,Spouse,0,2054,0
9317,Spouse,0,5742,0
9868,Spouse,0,9869,0
9869,Spouse,0,9868,0
3791,Spouse,0,3792,0
3792,Spouse,0,3791,0
5073,Spouse,0,5074,0
9188,Spouse,0,10058,0
5356,Spouse,0,5357,0
1613,Spouse,0,1614,0
1621,Spouse,0,1622,0
3998,Spouse,0,3997,0
4635,Spouse,0,4636,0
4636,Spouse,0,4635,0
6027,Spouse,0,6026,0
6026,Spouse,0,6027,0
3179,Spouse,0,3179,0
3179,Spouse,0,3179,0
417,Spouse,0,418,0
6960,Spouse,0,6961,0
1614,Spouse,0,1613,0
2054,Spouse,0,2055,0
5074,Spouse,0,5073,0
1917,Spouse,0,1918,0
5479,Spouse,0,3180,0
3180,Spouse,0,5479,0
1918,Spouse,0,1917,0
1674,Spouse,0,22570,0
1674,Spouse,0,1673,0
19370,Spouse,0,19369,0
1712,Spouse,0,1673,0
22570,Spouse,0,1674,0
1673,Spouse,0,1712,0
19369,Spouse,0,19370,0
7546,Employer,0,174,1
421,Spouse,0,1675,0
1675,Spouse,0,421,0
4198,Spouse,0,4199,0
21748,Unknown,0,21747,1
4097,Spouse,0,4128,0
4128,Spouse,0,4097,0
9685,Spouse,1,9685,1
9685,Spouse,1,9685,1
1978,Spouse,0,1979,0
11828,Spouse,0,11830,0
1979,Spouse,0,1978,0
11830,Spouse,0,11828,0
1911,Spouse,0,1912,0
1912,Spouse,0,1911,0
5424,Spouse,0,5423,0
5423,Spouse,0,5424,0
5972,Spouse,0,5971,0
5971,Spouse,0,5972,0
5749,Spouse,0,5748,0
5748,Spouse,0,5749,0
9770,Spouse,0,3067,0
3067,Spouse,0,9770,0
21719,Spouse,0,21720,0
21720,Spouse,0,21719,0
18392,Spouse,0,14648,0
14648,Spouse,0,18392,0
2295,Spouse,0,2294,0
2294,Spouse,0,2295,0
6053,Spouse,0,6051,0
6051,Spouse,0,6053,0
8093,Spouse,0,8094,0
1545,Spouse,0,5130,0
2052,Spouse,0,2051,0
8094,Spouse,0,8093,0
12719,Employer,0,12651,1
5130,Spouse,0,1545,0
2051,Spouse,0,2052,0
9295,Spouse,0,7815,0
7815,Spouse,0,9295,0
11259,Spouse,0,11258,0
11258,Spouse,0,11259,0
427,Employer,0,1718,1
7311,Spouse,0,7312,0
7312,Spouse,0,7311,0
9534,Spouse,0,9538,0
9538,Spouse,0,9534,0
6189,Spouse,0,6190,0
6190,Spouse,0,6189,0
5703,Spouse,0,5704,0
5704,Spouse,0,5703,0
2450,Employer,0,12829,1
2539,Spouse,0,2538,0
2538,Spouse,0,2539,0
430,Spouse,0,431,0
431,Spouse,0,430,0
154,Employee,1,360,0
154,Owner,1,360,0
154,Employee,1,2044,0
154,Employee,1,8546,0
9042,Spouse,0,9043,0
9043,Spouse,0,9042,0
6213,Spouse,0,6211,0
6211,Spouse,0,6213,0
1806,Spouse,0,1807,0
1807,Spouse,0,1806,0
12384,Employer,0,1304,1
6684,Spouse,0,5950,0
5950,Spouse,0,6684,0
22076,Spouse,0,22077,0
1903,Spouse,0,1902,0
1723,Spouse,0,4909,0
1804,Spouse,0,1805,0
2038,Spouse,0,2039,0
4995,Spouse,0,4996,0
22077,Spouse,0,22076,0
1805,Spouse,0,1804,0
1902,Spouse,0,1903,0
4909,Spouse,0,1723,0
2039,Spouse,0,2038,0
4996,Spouse,0,4995,0
10089,Owner,1,2584,0
10089,Owner,1,9100,0
8077,Spouse,0,8076,0
8076,Spouse,0,8077,0
439,Spouse,0,438,0
438,Spouse,0,439,0
20179,Spouse,0,20178,0
20178,Spouse,0,20179,0
8527,Employee,1,8526,0
4129,Spouse,0,4910,0
4910,Spouse,0,4129,0
19343,Spouse,0,19342,0
19342,Spouse,0,19343,0
441,Owned Organization,0,1436,1
442,Spouse,0,9189,0
9189,Spouse,0,442,0
1943,Spouse,0,444,0
444,Spouse,0,1943,0
2144,Spouse,0,2143,0
2143,Spouse,0,2144,0
2596,Spouse,0,3326,0
2596,Employer,0,8535,1
446,Spouse,0,445,0
445,Spouse,0,446,0
3326,Spouse,0,2596,0
3326,Employer,0,1304,1
6439,Spouse,0,6438,0
6438,Spouse,0,6439,0
11192,Employer,0,8028,1
5342,Spouse,0,3763,0
1945,Spouse,0,1944,0
11236,Spouse,0,18190,0
11236,Employer,0,1301,1
1944,Spouse,0,1945,0
18190,Spouse,0,11236,0
18190,Employer,0,8535,1
3763,Spouse,0,5342,0
10853,Spouse,0,10852,0
10852,Spouse,0,10853,0
5493,Employer,0,1487,1
7001,Spouse,0,3902,0
3902,Spouse,0,7001,0
4435,Employer,0,162,1
4281,Spouse,0,4280,0
4280,Spouse,0,4281,0
9305,Employer,0,9306,1
9764,Spouse,0,9765,0
9765,Spouse,0,9764,0
8813,Spouse,0,10073,0
10073,Spouse,0,8813,0
8521,Employee,1,7206,0
4862,Spouse,0,4861,0
4861,Spouse,0,4862,0
2031,Spouse,0,2030,0
2030,Spouse,0,2031,0
8237,Spouse,0,8236,0
8236,Spouse,0,8237,0
2367,Spouse,0,2368,0
2368,Spouse,0,2367,0
1958,Spouse,0,1957,0
1957,Spouse,0,1958,0
9272,Owner,1,3428,0
4074,Spouse,0,4072,0
4072,Spouse,0,4074,0
2536,Spouse,0,2537,0
2537,Spouse,0,2536,0
452,Spouse,0,8825,0
453,Spouse,0,2334,0
5262,Spouse,0,5263,0
19330,Spouse,0,19331,0
19334,Spouse,0,19333,0
5263,Spouse,0,5262,0
2334,Spouse,0,453,0
19331,Spouse,0,19330,0
19333,Spouse,0,19334,0
8825,Spouse,0,452,0
6656,Spouse,0,6657,0
6657,Spouse,0,6656,0
2077,Spouse,0,2078,0
2078,Spouse,0,2077,0
9457,Spouse,0,9474,0
9474,Spouse,0,9457,0
4911,Spouse,0,4912,0
2791,Spouse,0,2790,0
2790,Spouse,0,2791,0
4912,Spouse,0,4911,0
8052,Employer,0,8028,1
25264,Spouse,0,26527,0
26527,Spouse,0,25264,0
7466,Spouse,0,7334,0
10813,Spouse,0,10812,0
10812,Spouse,0,10813,0
7334,Spouse,0,7466,0
7381,Spouse,0,7380,0
6667,Spouse,0,6666,0
6666,Spouse,0,6667,0
15329,Spouse,0,12286,0
12286,Spouse,0,15329,0
12286,Owned Organization,0,23435,1
4424,Employer,0,162,1
4879,Spouse,0,2861,0
21158,Husband,0,21157,0
2861,Spouse,0,4879,0
21157,Wife,0,21158,0
2366,Spouse,0,2365,0
2365,Spouse,0,2366,0
8542,Employee,1,8540,0
5246,Spouse,0,3142,0
3142,Spouse,0,5246,0
3143,Owned Organization,0,8009,1
12731,Employer,0,5409,1
7559,Family,0,457,0
458,Spouse,0,457,0
458,Employer,0,1416,1
457,Spouse,0,458,0
457,Father in law,0,7559,0
1974,Spouse,0,1975,0
1975,Spouse,0,1974,0
7817,Spouse,0,7818,0
459,Spouse,0,460,0
460,Spouse,0,459,0
7818,Spouse,0,7817,0
2173,Spouse,0,2172,0
2172,Spouse,0,2173,0
7551,Spouse,0,7552,0
7552,Spouse,0,7551,0
97,Spouse,0,98,0
98,Spouse,0,97,0
9502,Spouse,0,9501,0
9501,Spouse,0,9502,0
2377,Spouse,0,2376,0
2376,Spouse,0,2377,0
2383,Spouse,0,2382,0
2382,Spouse,0,2383,0
8967,Spouse,0,8966,0
8966,Spouse,0,8967,0
8717,Spouse,0,8716,0
8453,Spouse,0,8452,0
8452,Spouse,0,8453,0
8716,Spouse,0,8717,0
2074,Spouse,0,2073,0
2073,Spouse,0,2074,0
4242,Spouse,0,463,0
5799,Spouse,0,6819,0
6819,Spouse,0,5799,0
2297,Spouse,0,2298,0
463,Spouse,0,4242,0
465,Spouse,0,466,0
466,Spouse,0,465,0
9171,Spouse,0,9170,0
467,Spouse,0,468,0
9170,Spouse,0,9171,0
468,Spouse,0,467,0
11174,Employer,0,5409,1
8383,Employee,1,8539,0
7383,Spouse,0,7384,0
7384,Spouse,0,7383,0
9291,Spouse,0,9290,0
9290,Spouse,0,9291,0
5666,Spouse,0,5665,0
5665,Spouse,0,5666,0
